initial_location,seating_capacity,start_service_time,end_service_time
105187,4,1,108000
98191,4,1,108000
60552,4,1,108000
71651,4,1,108000
54031,4,1,108000
117625,4,1,108000
130034,4,1,108000
148104,4,1,108000
94659,4,1,108000
45965,4,1,108000
111721,4,1,108000
16129,4,1,108000
18454,4,1,108000
154030,4,1,108000
129357,4,1,108000
63028,4,1,108000
104695,4,1,108000
76220,4,1,108000
10131,4,1,108000
136473,4,1,108000
83621,4,1,108000
72009,4,1,108000
82996,4,1,108000
42350,4,1,108000
131727,4,1,108000
151043,4,1,108000
29943,4,1,108000
155041,4,1,108000
8951,4,1,108000
74816,4,1,108000
98006,4,1,108000
67101,4,1,108000
52694,4,1,108000
27286,4,1,108000
92419,4,1,108000
104868,4,1,108000
93955,4,1,108000
122736,4,1,108000
107145,4,1,108000
132910,4,1,108000
69754,4,1,108000
80040,4,1,108000
2161,4,1,108000
35400,4,1,108000
22826,4,1,108000
409,4,1,108000
28122,4,1,108000
63594,4,1,108000
33167,4,1,108000
93410,4,1,108000
95812,4,1,108000
88993,4,1,108000
76132,4,1,108000
131042,4,1,108000
94079,4,1,108000
36516,4,1,108000
103284,4,1,108000
17960,4,1,108000
2153,4,1,108000
61399,4,1,108000
55210,4,1,108000
29651,4,1,108000
140916,4,1,108000
127232,4,1,108000
100545,4,1,108000
62830,4,1,108000
24313,4,1,108000
56501,4,1,108000
103787,4,1,108000
125596,4,1,108000
147219,4,1,108000
97521,4,1,108000
114023,4,1,108000
41709,4,1,108000
15589,4,1,108000
70231,4,1,108000
109163,4,1,108000
2676,4,1,108000
119224,4,1,108000
76884,4,1,108000
39138,4,1,108000
72749,4,1,108000
117666,4,1,108000
57279,4,1,108000
38768,4,1,108000
35673,4,1,108000
131466,4,1,108000
16752,4,1,108000
89300,4,1,108000
54236,4,1,108000
80416,4,1,108000
136872,4,1,108000
155601,4,1,108000
56878,4,1,108000
77311,4,1,108000
73798,4,1,108000
46775,4,1,108000
22599,4,1,108000
28922,4,1,108000
48692,4,1,108000
48605,4,1,108000
27408,4,1,108000
36553,4,1,108000
156953,4,1,108000
144043,4,1,108000
125649,4,1,108000
54027,4,1,108000
53631,4,1,108000
151796,4,1,108000
3821,4,1,108000
7973,4,1,108000
66263,4,1,108000
20028,4,1,108000
97143,4,1,108000
50533,4,1,108000
44172,4,1,108000
111124,4,1,108000
4931,4,1,108000
80410,4,1,108000
39110,4,1,108000
17970,4,1,108000
24332,4,1,108000
109163,4,1,108000
44776,4,1,108000
39326,4,1,108000
102646,4,1,108000
492,4,1,108000
134877,4,1,108000
88293,4,1,108000
5633,4,1,108000
156307,4,1,108000
36886,4,1,108000
65306,4,1,108000
125868,4,1,108000
103502,4,1,108000
131042,4,1,108000
75678,4,1,108000
128483,4,1,108000
75507,4,1,108000
121615,4,1,108000
106078,4,1,108000
55219,4,1,108000
11334,4,1,108000
106513,4,1,108000
120947,4,1,108000
63125,4,1,108000
160396,4,1,108000
2127,4,1,108000
95942,4,1,108000
152421,4,1,108000
104337,4,1,108000
102385,4,1,108000
15055,4,1,108000
144578,4,1,108000
83943,4,1,108000
116488,4,1,108000
116555,4,1,108000
119489,4,1,108000
132634,4,1,108000
100768,4,1,108000
43526,4,1,108000
100768,4,1,108000
8575,4,1,108000
123073,4,1,108000
17109,4,1,108000
8577,4,1,108000
88769,4,1,108000
95876,4,1,108000
141317,4,1,108000
103457,4,1,108000
108484,4,1,108000
30896,4,1,108000
157361,4,1,108000
66925,4,1,108000
25876,4,1,108000
76100,4,1,108000
55895,4,1,108000
61255,4,1,108000
4803,4,1,108000
89202,4,1,108000
100768,4,1,108000
97624,4,1,108000
68826,4,1,108000
124373,4,1,108000
67697,4,1,108000
105281,4,1,108000
1873,4,1,108000
90851,4,1,108000
122216,4,1,108000
8951,4,1,108000
96262,4,1,108000
106078,4,1,108000
68359,4,1,108000
100735,4,1,108000
92695,4,1,108000
97443,4,1,108000
84956,4,1,108000
10945,4,1,108000
160392,4,1,108000
95131,4,1,108000
51936,4,1,108000
80702,4,1,108000
137673,4,1,108000
84971,4,1,108000
155588,4,1,108000
146364,4,1,108000
55859,4,1,108000
59068,4,1,108000
155601,4,1,108000
78601,4,1,108000
84222,4,1,108000
12915,4,1,108000
137685,4,1,108000
51670,4,1,108000
40795,4,1,108000
137921,4,1,108000
118089,4,1,108000
29130,4,1,108000
145890,4,1,108000
37530,4,1,108000
67101,4,1,108000
7012,4,1,108000
22883,4,1,108000
60261,4,1,108000
56516,4,1,108000
143185,4,1,108000
43526,4,1,108000
36225,4,1,108000
58239,4,1,108000
125649,4,1,108000
57912,4,1,108000
74644,4,1,108000
145713,4,1,108000
159859,4,1,108000
83522,4,1,108000
154615,4,1,108000
60312,4,1,108000
104113,4,1,108000
35010,4,1,108000
148892,4,1,108000
131988,4,1,108000
108863,4,1,108000
51672,4,1,108000
141301,4,1,108000
96272,4,1,108000
18920,4,1,108000
536,4,1,108000
126392,4,1,108000
81332,4,1,108000
121403,4,1,108000
11907,4,1,108000
65380,4,1,108000
62532,4,1,108000
33465,4,1,108000
23476,4,1,108000
112029,4,1,108000
92328,4,1,108000
134266,4,1,108000
90305,4,1,108000
122056,4,1,108000
96262,4,1,108000
34620,4,1,108000
73324,4,1,108000
139001,4,1,108000
135134,4,1,108000
46909,4,1,108000
17665,4,1,108000
17313,4,1,108000
134109,4,1,108000
114781,4,1,108000
30500,4,1,108000
151587,4,1,108000
106184,4,1,108000
41550,4,1,108000
61333,4,1,108000
113327,4,1,108000
126087,4,1,108000
137339,4,1,108000
4931,4,1,108000
117174,4,1,108000
100552,4,1,108000
12418,4,1,108000
29570,4,1,108000
99855,4,1,108000
103926,4,1,108000
160133,4,1,108000
29130,4,1,108000
59068,4,1,108000
12888,4,1,108000
93627,4,1,108000
129357,4,1,108000
34643,4,1,108000
11334,4,1,108000
144163,4,1,108000
36284,4,1,108000
153386,4,1,108000
85312,4,1,108000
20229,4,1,108000
85509,4,1,108000
80680,4,1,108000
83607,4,1,108000
119778,4,1,108000
154433,4,1,108000
54052,4,1,108000
53629,4,1,108000
138542,4,1,108000
62778,4,1,108000
112237,4,1,108000
60524,4,1,108000
96900,4,1,108000
160110,4,1,108000
94079,4,1,108000
102108,4,1,108000
119140,4,1,108000
67697,4,1,108000
85281,4,1,108000
138185,4,1,108000
51620,4,1,108000
24237,4,1,108000
3805,4,1,108000
155488,4,1,108000
126537,4,1,108000
95711,4,1,108000
151659,4,1,108000
62856,4,1,108000
61360,4,1,108000
151915,4,1,108000
1782,4,1,108000
80130,4,1,108000
142117,4,1,108000
32121,4,1,108000
118897,4,1,108000
110620,4,1,108000
78982,4,1,108000
58205,4,1,108000
118296,4,1,108000
139269,4,1,108000
84791,4,1,108000
93861,4,1,108000
149098,4,1,108000
49106,4,1,108000
96506,4,1,108000
11706,4,1,108000
5804,4,1,108000
15055,4,1,108000
81905,4,1,108000
30524,4,1,108000
23028,4,1,108000
125745,4,1,108000
58622,4,1,108000
58256,4,1,108000
68035,4,1,108000
56164,4,1,108000
155023,4,1,108000
85772,4,1,108000
130289,4,1,108000
6806,4,1,108000
114326,4,1,108000
55725,4,1,108000
69112,4,1,108000
15055,4,1,108000
6112,4,1,108000
93198,4,1,108000
105479,4,1,108000
67082,4,1,108000
51175,4,1,108000
116013,4,1,108000
50523,4,1,108000
73682,4,1,108000
157168,4,1,108000
106149,4,1,108000
149880,4,1,108000
108146,4,1,108000
65378,4,1,108000
29570,4,1,108000
80597,4,1,108000
60151,4,1,108000
65382,4,1,108000
133242,4,1,108000
120293,4,1,108000
99543,4,1,108000
35010,4,1,108000
39755,4,1,108000
92078,4,1,108000
96331,4,1,108000
94700,4,1,108000
32829,4,1,108000
155528,4,1,108000
131817,4,1,108000
155717,4,1,108000
127583,4,1,108000
7439,4,1,108000
137904,4,1,108000
26722,4,1,108000
57279,4,1,108000
78032,4,1,108000
46968,4,1,108000
105623,4,1,108000
61973,4,1,108000
81891,4,1,108000
79361,4,1,108000
98543,4,1,108000
61449,4,1,108000
92072,4,1,108000
19901,4,1,108000
57648,4,1,108000
25591,4,1,108000
15055,4,1,108000
114328,4,1,108000
118686,4,1,108000
89911,4,1,108000
55579,4,1,108000
24065,4,1,108000
56921,4,1,108000
97663,4,1,108000
91469,4,1,108000
113648,4,1,108000
10156,4,1,108000
26967,4,1,108000
36137,4,1,108000
136450,4,1,108000
146017,4,1,108000
67213,4,1,108000
151665,4,1,108000
15359,4,1,108000
3903,4,1,108000
116441,4,1,108000
26050,4,1,108000
154294,4,1,108000
38743,4,1,108000
7904,4,1,108000
63774,4,1,108000
134163,4,1,108000
60151,4,1,108000
22207,4,1,108000
145226,4,1,108000
7154,4,1,108000
6706,4,1,108000
156333,4,1,108000
147256,4,1,108000
109464,4,1,108000
136225,4,1,108000
61940,4,1,108000
92697,4,1,108000
102385,4,1,108000
67933,4,1,108000
8077,4,1,108000
22207,4,1,108000
104117,4,1,108000
99714,4,1,108000
122286,4,1,108000
19641,4,1,108000
136901,4,1,108000
43982,4,1,108000
151659,4,1,108000
74576,4,1,108000
11686,4,1,108000
79786,4,1,108000
22693,4,1,108000
8951,4,1,108000
10129,4,1,108000
36219,4,1,108000
64185,4,1,108000
157324,4,1,108000
34452,4,1,108000
141519,4,1,108000
155124,4,1,108000
103560,4,1,108000
156757,4,1,108000
87842,4,1,108000
21189,4,1,108000
31938,4,1,108000
73129,4,1,108000
60913,4,1,108000
40985,4,1,108000
119666,4,1,108000
22916,4,1,108000
154411,4,1,108000
18710,4,1,108000
92246,4,1,108000
140450,4,1,108000
86657,4,1,108000
160609,4,1,108000
86710,4,1,108000
10218,4,1,108000
21848,4,1,108000
33480,4,1,108000
138256,4,1,108000
107622,4,1,108000
102500,4,1,108000
134163,4,1,108000
106727,4,1,108000
79709,4,1,108000
77678,4,1,108000
65424,4,1,108000
131528,4,1,108000
48861,4,1,108000
58158,4,1,108000
116424,4,1,108000
96385,4,1,108000
26999,4,1,108000
94358,4,1,108000
5421,4,1,108000
99861,4,1,108000
16459,4,1,108000
11334,4,1,108000
123009,4,1,108000
61827,4,1,108000
115196,4,1,108000
4747,4,1,108000
70923,4,1,108000
1784,4,1,108000
35829,4,1,108000
108027,4,1,108000
145455,4,1,108000
79797,4,1,108000
57279,4,1,108000
61698,4,1,108000
130070,4,1,108000
126118,4,1,108000
23914,4,1,108000
43834,4,1,108000
62982,4,1,108000
139781,4,1,108000
105721,4,1,108000
69312,4,1,108000
58205,4,1,108000
51423,4,1,108000
118395,4,1,108000
155938,4,1,108000
4494,4,1,108000
100547,4,1,108000
95844,4,1,108000
42632,4,1,108000
113050,4,1,108000
119726,4,1,108000
3375,4,1,108000
100768,4,1,108000
124193,4,1,108000
50358,4,1,108000
70285,4,1,108000
148864,4,1,108000
129357,4,1,108000
142721,4,1,108000
7167,4,1,108000
106149,4,1,108000
57279,4,1,108000
146364,4,1,108000
109915,4,1,108000
321,4,1,108000
38439,4,1,108000
20210,4,1,108000
91013,4,1,108000
95334,4,1,108000
80038,4,1,108000
125775,4,1,108000
144486,4,1,108000
105847,4,1,108000
145422,4,1,108000
72346,4,1,108000
36219,4,1,108000
132298,4,1,108000
22599,4,1,108000
80468,4,1,108000
90377,4,1,108000
124297,4,1,108000
25102,4,1,108000
136869,4,1,108000
145681,4,1,108000
14515,4,1,108000
133278,4,1,108000
100831,4,1,108000
154470,4,1,108000
19961,4,1,108000
120763,4,1,108000
77673,4,1,108000
107388,4,1,108000
159703,4,1,108000
135571,4,1,108000
98034,4,1,108000
56352,4,1,108000
53239,4,1,108000
22599,4,1,108000
951,4,1,108000
147600,4,1,108000
72554,4,1,108000
129357,4,1,108000
81709,4,1,108000
121202,4,1,108000
17905,4,1,108000
105613,4,1,108000
127285,4,1,108000
3557,4,1,108000
21697,4,1,108000
92942,4,1,108000
42489,4,1,108000
18631,4,1,108000
125649,4,1,108000
113920,4,1,108000
140916,4,1,108000
22704,4,1,108000
12737,4,1,108000
138090,4,1,108000
90233,4,1,108000
3162,4,1,108000
121710,4,1,108000
87657,4,1,108000
57279,4,1,108000
124586,4,1,108000
40322,4,1,108000
60630,4,1,108000
145823,4,1,108000
87412,4,1,108000
20733,4,1,108000
64952,4,1,108000
87501,4,1,108000
52173,4,1,108000
156970,4,1,108000
74013,4,1,108000
160116,4,1,108000
145265,4,1,108000
89849,4,1,108000
12345,4,1,108000
1723,4,1,108000
7217,4,1,108000
61281,4,1,108000
55725,4,1,108000
100024,4,1,108000
49451,4,1,108000
104260,4,1,108000
2977,4,1,108000
100079,4,1,108000
106113,4,1,108000
59619,4,1,108000
101655,4,1,108000
1848,4,1,108000
119778,4,1,108000
88850,4,1,108000
43443,4,1,108000
111603,4,1,108000
7215,4,1,108000
57279,4,1,108000
129838,4,1,108000
63774,4,1,108000
76835,4,1,108000
113597,4,1,108000
69466,4,1,108000
58991,4,1,108000
125282,4,1,108000
143392,4,1,108000
66287,4,1,108000
52119,4,1,108000
57279,4,1,108000
39431,4,1,108000
27336,4,1,108000
65642,4,1,108000
108317,4,1,108000
133209,4,1,108000
38683,4,1,108000
158005,4,1,108000
117778,4,1,108000
3961,4,1,108000
86318,4,1,108000
72816,4,1,108000
96799,4,1,108000
55362,4,1,108000
142341,4,1,108000
146842,4,1,108000
149730,4,1,108000
21622,4,1,108000
143985,4,1,108000
75906,4,1,108000
3961,4,1,108000
24245,4,1,108000
102458,4,1,108000
69610,4,1,108000
15581,4,1,108000
73764,4,1,108000
59068,4,1,108000
133741,4,1,108000
11686,4,1,108000
83348,4,1,108000
76401,4,1,108000
125665,4,1,108000
160410,4,1,108000
86948,4,1,108000
4271,4,1,108000
69370,4,1,108000
126729,4,1,108000
129283,4,1,108000
13274,4,1,108000
139269,4,1,108000
33427,4,1,108000
80370,4,1,108000
116392,4,1,108000
116431,4,1,108000
59619,4,1,108000
109163,4,1,108000
100470,4,1,108000
18864,4,1,108000
14522,4,1,108000
135575,4,1,108000
90900,4,1,108000
97151,4,1,108000
5446,4,1,108000
55577,4,1,108000
36194,4,1,108000
73036,4,1,108000
125775,4,1,108000
77585,4,1,108000
43755,4,1,108000
151306,4,1,108000
147659,4,1,108000
159689,4,1,108000
16262,4,1,108000
150840,4,1,108000
58250,4,1,108000
56320,4,1,108000
97261,4,1,108000
21538,4,1,108000
2547,4,1,108000
15055,4,1,108000
108989,4,1,108000
17881,4,1,108000
125137,4,1,108000
11198,4,1,108000
23417,4,1,108000
5355,4,1,108000
50903,4,1,108000
147175,4,1,108000
59641,4,1,108000
104386,4,1,108000
115178,4,1,108000
117631,4,1,108000
16726,4,1,108000
17825,4,1,108000
76835,4,1,108000
37420,4,1,108000
55318,4,1,108000
125639,4,1,108000
112281,4,1,108000
118591,4,1,108000
7510,4,1,108000
29570,4,1,108000
113050,4,1,108000
100627,4,1,108000
19193,4,1,108000
42488,4,1,108000
125649,4,1,108000
29523,4,1,108000
83057,4,1,108000
17881,4,1,108000
3385,4,1,108000
153386,4,1,108000
154220,4,1,108000
1104,4,1,108000
8951,4,1,108000
154642,4,1,108000
106833,4,1,108000
4937,4,1,108000
131751,4,1,108000
14280,4,1,108000
120597,4,1,108000
105145,4,1,108000
110817,4,1,108000
25781,4,1,108000
140643,4,1,108000
159057,4,1,108000
109712,4,1,108000
71585,4,1,108000
158504,4,1,108000
67269,4,1,108000
143165,4,1,108000
42632,4,1,108000
84921,4,1,108000
87206,4,1,108000
55593,4,1,108000
76835,4,1,108000
138901,4,1,108000
56320,4,1,108000
17024,4,1,108000
140243,4,1,108000
159178,4,1,108000
32256,4,1,108000
80582,4,1,108000
5033,4,1,108000
126352,4,1,108000
122827,4,1,108000
112820,4,1,108000
155488,4,1,108000
56350,4,1,108000
1090,4,1,108000
135915,4,1,108000
129357,4,1,108000
25874,4,1,108000
15359,4,1,108000
92938,4,1,108000
122827,4,1,108000
21241,4,1,108000
50917,4,1,108000
1245,4,1,108000
106801,4,1,108000
59619,4,1,108000
2171,4,1,108000
90022,4,1,108000
104195,4,1,108000
46193,4,1,108000
159843,4,1,108000
99883,4,1,108000
21687,4,1,108000
96787,4,1,108000
140697,4,1,108000
138179,4,1,108000
67714,4,1,108000
134264,4,1,108000
105000,4,1,108000
84311,4,1,108000
43443,4,1,108000
86302,4,1,108000
86964,4,1,108000
16061,4,1,108000
11334,4,1,108000
99406,4,1,108000
143543,4,1,108000
9784,4,1,108000
33208,4,1,108000
153386,4,1,108000
90056,4,1,108000
118696,4,1,108000
119666,4,1,108000
122205,4,1,108000
155669,4,1,108000
6463,4,1,108000
154642,4,1,108000
147334,4,1,108000
58296,4,1,108000
115953,4,1,108000
55725,4,1,108000
7300,4,1,108000
10193,4,1,108000
146356,4,1,108000
8951,4,1,108000
101947,4,1,108000
114732,4,1,108000
54894,4,1,108000
57731,4,1,108000
65306,4,1,108000
66245,4,1,108000
40051,4,1,108000
115912,4,1,108000
84299,4,1,108000
99635,4,1,108000
52809,4,1,108000
80330,4,1,108000
82387,4,1,108000
52283,4,1,108000
22207,4,1,108000
29327,4,1,108000
111242,4,1,108000
100768,4,1,108000
100259,4,1,108000
50892,4,1,108000
75384,4,1,108000
153633,4,1,108000
29397,4,1,108000
31118,4,1,108000
101139,4,1,108000
53459,4,1,108000
19589,4,1,108000
106397,4,1,108000
141301,4,1,108000
88255,4,1,108000
64042,4,1,108000
107368,4,1,108000
33683,4,1,108000
47493,4,1,108000
146356,4,1,108000
91083,4,1,108000
30524,4,1,108000
56170,4,1,108000
3922,4,1,108000
11334,4,1,108000
68684,4,1,108000
108989,4,1,108000
70221,4,1,108000
20578,4,1,108000
142324,4,1,108000
27938,4,1,108000
124354,4,1,108000
149618,4,1,108000
52111,4,1,108000
55841,4,1,108000
124101,4,1,108000
67899,4,1,108000
135642,4,1,108000
23756,4,1,108000
34691,4,1,108000
50505,4,1,108000
12915,4,1,108000
118700,4,1,108000
80038,4,1,108000
105213,4,1,108000
60349,4,1,108000
77678,4,1,108000
69819,4,1,108000
22550,4,1,108000
65680,4,1,108000
39154,4,1,108000
38074,4,1,108000
58783,4,1,108000
119666,4,1,108000
137805,4,1,108000
99575,4,1,108000
86307,4,1,108000
51040,4,1,108000
159837,4,1,108000
95958,4,1,108000
123941,4,1,108000
57279,4,1,108000
143798,4,1,108000
151372,4,1,108000
49524,4,1,108000
24912,4,1,108000
45905,4,1,108000
43982,4,1,108000
156635,4,1,108000
137935,4,1,108000
72025,4,1,108000
91570,4,1,108000
87396,4,1,108000
100768,4,1,108000
89653,4,1,108000
129472,4,1,108000
30592,4,1,108000
131567,4,1,108000
21872,4,1,108000
137404,4,1,108000
9031,4,1,108000
154929,4,1,108000
55845,4,1,108000
29130,4,1,108000
142131,4,1,108000
71565,4,1,108000
62753,4,1,108000
57711,4,1,108000
112273,4,1,108000
113327,4,1,108000
23613,4,1,108000
117768,4,1,108000
114962,4,1,108000
92241,4,1,108000
152871,4,1,108000
125649,4,1,108000
76457,4,1,108000
142379,4,1,108000
43658,4,1,108000
61277,4,1,108000
55313,4,1,108000
60060,4,1,108000
84222,4,1,108000
123736,4,1,108000
22015,4,1,108000
27465,4,1,108000
122991,4,1,108000
22593,4,1,108000
115910,4,1,108000
146842,4,1,108000
155550,4,1,108000
104337,4,1,108000
81503,4,1,108000
2603,4,1,108000
1590,4,1,108000
115906,4,1,108000
96080,4,1,108000
70701,4,1,108000
108993,4,1,108000
50297,4,1,108000
75584,4,1,108000
115663,4,1,108000
53531,4,1,108000
37642,4,1,108000
110215,4,1,108000
131042,4,1,108000
5719,4,1,108000
25018,4,1,108000
12915,4,1,108000
119274,4,1,108000
122389,4,1,108000
119478,4,1,108000
74693,4,1,108000
157671,4,1,108000
57279,4,1,108000
138383,4,1,108000
119573,4,1,108000
35012,4,1,108000
131546,4,1,108000
43950,4,1,108000
123073,4,1,108000
89198,4,1,108000
111797,4,1,108000
122515,4,1,108000
130024,4,1,108000
9031,4,1,108000
65306,4,1,108000
1384,4,1,108000
60619,4,1,108000
95282,4,1,108000
8951,4,1,108000
1873,4,1,108000
159969,4,1,108000
89418,4,1,108000
43687,4,1,108000
1873,4,1,108000
156661,4,1,108000
15055,4,1,108000
127247,4,1,108000
109390,4,1,108000
151659,4,1,108000
56482,4,1,108000
106021,4,1,108000
58800,4,1,108000
102277,4,1,108000
77673,4,1,108000
22144,4,1,108000
125649,4,1,108000
114326,4,1,108000
122389,4,1,108000
81477,4,1,108000
114497,4,1,108000
97011,4,1,108000
13199,4,1,108000
70446,4,1,108000
1873,4,1,108000
8795,4,1,108000
104873,4,1,108000
104213,4,1,108000
106511,4,1,108000
51469,4,1,108000
119670,4,1,108000
33929,4,1,108000
57279,4,1,108000
103612,4,1,108000
137811,4,1,108000
67322,4,1,108000
35728,4,1,108000
96268,4,1,108000
29756,4,1,108000
139052,4,1,108000
90139,4,1,108000
87042,4,1,108000
46193,4,1,108000
57279,4,1,108000
81977,4,1,108000
148992,4,1,108000
54432,4,1,108000
87307,4,1,108000
71589,4,1,108000
86948,4,1,108000
65163,4,1,108000
125649,4,1,108000
141090,4,1,108000
1016,4,1,108000
9455,4,1,108000
153905,4,1,108000
70285,4,1,108000
20847,4,1,108000
142277,4,1,108000
34809,4,1,108000
57279,4,1,108000
39625,4,1,108000
46089,4,1,108000
134819,4,1,108000
121896,4,1,108000
51593,4,1,108000
154559,4,1,108000
60597,4,1,108000
104337,4,1,108000
104337,4,1,108000
22883,4,1,108000
120595,4,1,108000
3297,4,1,108000
151659,4,1,108000
36425,4,1,108000
46245,4,1,108000
134456,4,1,108000
56752,4,1,108000
8240,4,1,108000
156442,4,1,108000
134578,4,1,108000
129030,4,1,108000
70210,4,1,108000
152261,4,1,108000
100768,4,1,108000
62656,4,1,108000
150315,4,1,108000
127271,4,1,108000
131546,4,1,108000
86922,4,1,108000
42525,4,1,108000
18133,4,1,108000
134775,4,1,108000
69945,4,1,108000
40545,4,1,108000
88991,4,1,108000
54264,4,1,108000
56646,4,1,108000
69240,4,1,108000
2650,4,1,108000
159073,4,1,108000
98590,4,1,108000
118618,4,1,108000
50358,4,1,108000
51936,4,1,108000
63163,4,1,108000
145265,4,1,108000
131042,4,1,108000
58675,4,1,108000
8951,4,1,108000
103880,4,1,108000
104049,4,1,108000
81332,4,1,108000
104133,4,1,108000
154222,4,1,108000
135134,4,1,108000
42734,4,1,108000
152307,4,1,108000
45939,4,1,108000
157018,4,1,108000
113644,4,1,108000
122887,4,1,108000
103088,4,1,108000
136681,4,1,108000
80574,4,1,108000
147184,4,1,108000
8951,4,1,108000
130733,4,1,108000
113630,4,1,108000
154472,4,1,108000
96229,4,1,108000
123110,4,1,108000
3693,4,1,108000
7940,4,1,108000
122376,4,1,108000
71187,4,1,108000
10759,4,1,108000
89409,4,1,108000
122827,4,1,108000
7254,4,1,108000
60349,4,1,108000
118686,4,1,108000
130034,4,1,108000
34106,4,1,108000
65422,4,1,108000
128019,4,1,108000
68702,4,1,108000
136957,4,1,108000
70066,4,1,108000
11418,4,1,108000
148104,4,1,108000
50358,4,1,108000
57279,4,1,108000
118287,4,1,108000
57822,4,1,108000
78965,4,1,108000
86571,4,1,108000
45839,4,1,108000
55124,4,1,108000
42819,4,1,108000
77013,4,1,108000
39152,4,1,108000
159636,4,1,108000
136483,4,1,108000
41886,4,1,108000
119778,4,1,108000
18901,4,1,108000
127217,4,1,108000
131727,4,1,108000
94887,4,1,108000
45374,4,1,108000
151308,4,1,108000
132852,4,1,108000
114764,4,1,108000
105062,4,1,108000
122389,4,1,108000
32564,4,1,108000
86960,4,1,108000
118848,4,1,108000
8802,4,1,108000
25886,4,1,108000
159138,4,1,108000
137935,4,1,108000
35809,4,1,108000
149212,4,1,108000
125499,4,1,108000
32792,4,1,108000
118903,4,1,108000
121501,4,1,108000
79099,4,1,108000
87042,4,1,108000
98692,4,1,108000
70907,4,1,108000
110396,4,1,108000
34964,4,1,108000
62828,4,1,108000
97873,4,1,108000
78763,4,1,108000
145715,4,1,108000
122748,4,1,108000
111795,4,1,108000
9459,4,1,108000
104337,4,1,108000
69945,4,1,108000
84565,4,1,108000
25868,4,1,108000
118395,4,1,108000
60613,4,1,108000
46175,4,1,108000
157073,4,1,108000
88780,4,1,108000
48322,4,1,108000
56754,4,1,108000
71324,4,1,108000
13470,4,1,108000
137777,4,1,108000
118302,4,1,108000
96610,4,1,108000
75906,4,1,108000
22205,4,1,108000
1590,4,1,108000
30524,4,1,108000
73997,4,1,108000
147398,4,1,108000
4931,4,1,108000
11334,4,1,108000
29568,4,1,108000
138435,4,1,108000
64968,4,1,108000
88850,4,1,108000
119239,4,1,108000
11330,4,1,108000
8951,4,1,108000
36843,4,1,108000
53631,4,1,108000
4178,4,1,108000
154030,4,1,108000
32525,4,1,108000
114946,4,1,108000
23955,4,1,108000
102545,4,1,108000
45338,4,1,108000
126716,4,1,108000
129712,4,1,108000
29832,4,1,108000
100768,4,1,108000
83860,4,1,108000
33056,4,1,108000
95933,4,1,108000
92940,4,1,108000
44071,4,1,108000
101058,4,1,108000
113648,4,1,108000
3963,4,1,108000
50892,4,1,108000
67750,4,1,108000
91491,4,1,108000
60151,4,1,108000
120466,4,1,108000
55913,4,1,108000
25591,4,1,108000
100081,4,1,108000
33746,4,1,108000
109681,4,1,108000
47287,4,1,108000
3821,4,1,108000
95958,4,1,108000
95958,4,1,108000
53631,4,1,108000
75906,4,1,108000
83961,4,1,108000
118779,4,1,108000
35756,4,1,108000
46576,4,1,108000
146998,4,1,108000
146842,4,1,108000
110394,4,1,108000
155588,4,1,108000
130624,4,1,108000
55648,4,1,108000
16396,4,1,108000
128110,4,1,108000
149840,4,1,108000
63758,4,1,108000
131767,4,1,108000
150657,4,1,108000
59786,4,1,108000
83256,4,1,108000
36137,4,1,108000
21521,4,1,108000
123295,4,1,108000
72346,4,1,108000
5650,4,1,108000
96191,4,1,108000
152284,4,1,108000
142870,4,1,108000
137935,4,1,108000
87315,4,1,108000
22916,4,1,108000
102929,4,1,108000
2153,4,1,108000
32946,4,1,108000
88445,4,1,108000
100768,4,1,108000
35744,4,1,108000
94271,4,1,108000
66816,4,1,108000
98866,4,1,108000
11980,4,1,108000
22599,4,1,108000
59068,4,1,108000
78367,4,1,108000
56525,4,1,108000
37214,4,1,108000
67440,4,1,108000
94559,4,1,108000
113648,4,1,108000
139173,4,1,108000
44212,4,1,108000
108124,4,1,108000
37137,4,1,108000
51165,4,1,108000
119965,4,1,108000
83615,4,1,108000
109074,4,1,108000
144464,4,1,108000
69370,4,1,108000
122791,4,1,108000
140208,4,1,108000
40409,4,1,108000
96516,4,1,108000
17170,4,1,108000
62245,4,1,108000
49219,4,1,108000
89076,4,1,108000
77673,4,1,108000
139702,4,1,108000
20554,4,1,108000
3724,4,1,108000
24282,4,1,108000
107172,4,1,108000
77862,4,1,108000
122679,4,1,108000
141438,4,1,108000
130347,4,1,108000
125649,4,1,108000
57279,4,1,108000
60151,4,1,108000
7817,4,1,108000
155676,4,1,108000
100436,4,1,108000
84172,4,1,108000
130124,4,1,108000
154372,4,1,108000
66011,4,1,108000
65859,4,1,108000
125649,4,1,108000
125909,4,1,108000
15894,4,1,108000
51868,4,1,108000
73408,4,1,108000
141359,4,1,108000
50834,4,1,108000
59068,4,1,108000
62768,4,1,108000
91234,4,1,108000
81830,4,1,108000
114380,4,1,108000
131727,4,1,108000
133042,4,1,108000
105317,4,1,108000
77673,4,1,108000
104337,4,1,108000
90305,4,1,108000
52516,4,1,108000
148104,4,1,108000
33224,4,1,108000
100503,4,1,108000
121392,4,1,108000
65306,4,1,108000
69454,4,1,108000
137935,4,1,108000
141591,4,1,108000
70285,4,1,108000
22398,4,1,108000
19392,4,1,108000
69899,4,1,108000
129174,4,1,108000
79853,4,1,108000
39721,4,1,108000
